time_days	observed_range_m	baseline_range_m	fitted_range_m	fit_residual_m
4.600000000000000000e+02	3.869369336645227075e+08	3.869369303305131197e+08	3.869369336552221179e+08	9.300589561462402344e-03
4.610000000000000000e+02	3.875414887381395102e+08	3.875414912919802666e+08	3.875414887382806540e+08	-1.411437988281250000e-04
4.620000000000000000e+02	3.875339884864586592e+08	3.875339963266790509e+08	3.875339884846419692e+08	1.816689968109130859e-03
4.630000000000000000e+02	3.869968024789476395e+08	3.869968140146301389e+08	3.869968024830381870e+08	-4.090547561645507812e-03
4.640000000000000000e+02	3.860792990537165999e+08	3.860793120039635301e+08	3.860792990516862869e+08	2.030313014984130859e-03
4.650000000000000000e+02	3.849707843568788767e+08	3.849707962405149937e+08	3.849707843489566445e+08	7.922232151031494141e-03
4.660000000000000000e+02	3.838673212868865728e+08	3.838673299315186143e+08	3.838673212861503959e+08	7.361769676208496094e-04
4.670000000000000000e+02	3.829373623538305163e+08	3.829373663297665715e+08	3.829373623500498533e+08	3.780663013458251953e-03
4.680000000000000000e+02	3.822923049202277660e+08	3.822923039156472087e+08	3.822923049204209447e+08	-1.931786537170410156e-04
4.690000000000000000e+02	3.819680588666055799e+08	3.819680537689935565e+08	3.819680588567984104e+08	9.807169437408447266e-03
4.700000000000000000e+02	3.819219005956131220e+08	3.819218934158036709e+08	3.819219005950615406e+08	5.515813827514648438e-04
4.710000000000000000e+02	3.820455081570364237e+08	3.820455016083273888e+08	3.820455081533816457e+08	3.654778003692626953e-03
4.720000000000000000e+02	3.821912518957745433e+08	3.821912489399225116e+08	3.821912518976795673e+08	-1.905024051666259766e-03
4.730000000000000000e+02	3.822059487775005102e+08	3.822059520242868066e+08	3.822059487695957422e+08	7.904767990112304688e-03
4.740000000000000000e+02	3.819651926668089628e+08	3.819652039261943698e+08	3.819651926653825045e+08	1.426458358764648438e-03
4.750000000000000000e+02	3.814019348084810972e+08	3.814019546741936803e+08	3.814019348157045841e+08	-7.223486900329589844e-03
4.760000000000000000e+02	3.805244838081538081e+08	3.805245114706730843e+08	3.805244838066347837e+08	1.519024372100830078e-03
4.770000000000000000e+02	3.794208337336770892e+08	3.794208670666263103e+08	3.794208337324115038e+08	1.265585422515869141e-03
4.780000000000000000e+02	3.782479784446977377e+08	3.782480142426260114e+08	3.782479784447468519e+08	-4.911422729492187500e-05
4.790000000000000000e+02	3.772068549377501011e+08	3.772068894135175347e+08	3.772068549465196133e+08	-8.769512176513671875e-03
4.800000000000000000e+02	3.765060932840586305e+08	3.765061226633333564e+08	3.765060932783570290e+08	5.701601505279541016e-03
4.810000000000000000e+02	3.763207080063505173e+08	3.763207292640225887e+08	3.763207079992043972e+08	7.146120071411132812e-03
4.820000000000000000e+02	3.767543287168461084e+08	3.767543400927421451e+08	3.767543287087392211e+08	8.106887340545654297e-03
4.830000000000000000e+02	3.778140621165634394e+08	3.778140634590543509e+08	3.778140621168667078e+08	-3.032684326171875000e-04
4.840000000000000000e+02	3.794045540422928333e+08	3.794045467879385352e+08	3.794045540500606298e+08	-7.767796516418457031e-03
4.850000000000000000e+02	3.813427311910185814e+08	3.813427180392509699e+08	3.813427311865413189e+08	4.477262496948242188e-03
4.860000000000000000e+02	3.833891041279806495e+08	3.833890885638190508e+08	3.833891041377410889e+08	-9.760439395904541016e-03
4.870000000000000000e+02	3.852877917428439260e+08	3.852877773025148511e+08	3.852877917391527295e+08	3.691196441650390625e-03
4.880000000000000000e+02	3.868067248109012246e+08	3.868067145883665085e+08	3.868067248147037625e+08	-3.802537918090820312e-03
4.890000000000000000e+02	3.877712271451705694e+08	3.877712232378755808e+08	3.877712271357163787e+08	9.454190731048583984e-03
4.900000000000000000e+02	3.880868561352446675e+08	3.880868594481669068e+08	3.880868561329201460e+08	2.324521541595458984e-03
4.910000000000000000e+02	3.877497327651199698e+08	3.877497428744279742e+08	3.877497327691507339e+08	-4.030764102935791016e-03
4.920000000000000000e+02	3.868441048474392295e+08	3.868441201364506483e+08	3.868441048431517482e+08	4.287481307983398438e-03
4.930000000000000000e+02	3.855277907201910019e+08	3.855278087300981879e+08	3.855277907162604928e+08	3.930509090423583984e-03
4.940000000000000000e+02	3.840069931836781502e+08	3.840070110429404974e+08	3.840069931798195243e+08	3.858625888824462891e-03
4.950000000000000000e+02	3.825032352712432146e+08	3.825032502515563965e+08	3.825032352663088441e+08	4.934370517730712891e-03
4.960000000000000000e+02	3.812169240715889335e+08	3.812169341376662850e+08	3.812169240698518157e+08	1.737117767333984375e-03
4.970000000000000000e+02	3.802937698807597160e+08	3.802937741112791300e+08	3.802937698827931285e+08	-2.033412456512451172e-03
4.980000000000000000e+02	3.798009710734992623e+08	3.798009698829131722e+08	3.798009710826849937e+08	-9.185731410980224609e-03
4.990000000000000000e+02	3.797187874368849397e+08	3.797187824970337152e+08	3.797187874399850965e+08	-3.100156784057617188e-03
5.000000000000000000e+02	3.799497612232702971e+08	3.799497551724416018e+08	3.799497612259194255e+08	-2.649128437042236328e-03
5.010000000000000000e+02	3.803434685256088972e+08	3.803434644139731526e+08	3.803434685190601945e+08	6.548702716827392578e-03
5.020000000000000000e+02	3.807309893192469478e+08	3.807309900465160608e+08	3.807309893210893869e+08	-1.842439174652099609e-03
5.030000000000000000e+02	3.809615461702654958e+08	3.809615538633992076e+08	3.809615461681066155e+08	2.158880233764648438e-03
5.040000000000000000e+02	3.809341343280355334e+08	3.809341499627366066e+08	3.809341343319234848e+08	-3.887951374053955078e-03
5.050000000000000000e+02	3.806186911453506947e+08	3.806187142685119510e+08	3.806186911396324635e+08	5.718231201171875000e-03
5.060000000000000000e+02	3.800634928601378798e+08	3.800635216561465859e+08	3.800634928618302345e+08	-1.692354679107666016e-03
5.070000000000000000e+02	3.793875303628929853e+08	3.793875618467445970e+08	3.793875303620591760e+08	8.338093757629394531e-04
5.080000000000000000e+02	3.787586548377830386e+08	3.787586853685677648e+08	3.787586548376882076e+08	9.483098983764648438e-05
5.090000000000000000e+02	3.783605780990681052e+08	3.783606039943193793e+08	3.783605781007184982e+08	-1.650393009185791016e-03
5.100000000000000000e+02	3.783543478263499737e+08	3.783543660247541666e+08	3.783543478130434752e+08	1.330649852752685547e-02
5.110000000000000000e+02	3.788420459557191133e+08	3.788420546713269353e+08	3.788420459602926970e+08	-4.573583602905273438e-03
5.120000000000000000e+02	3.798410192773181796e+08	3.798410182576680183e+08	3.798410192808421850e+08	-3.524005413055419922e-03
5.130000000000000000e+02	3.812750143838691115e+08	3.812750050312907696e+08	3.812750143922879100e+08	-8.418798446655273438e-03
5.140000000000000000e+02	3.829843648105079532e+08	3.829843498515008688e+08	3.829843647993627787e+08	1.114517450332641602e-02
5.150000000000000000e+02	3.847524183897237182e+08	3.847524014473804235e+08	3.847524183957239985e+08	-6.000280380249023438e-03
5.160000000000000000e+02	3.863417245979177356e+08	3.863417094431654215e+08	3.863417246083605886e+08	-1.044285297393798828e-02
5.170000000000000000e+02	3.875323084847342372e+08	3.875322984531533122e+08	3.875323084824011326e+08	2.333104610443115234e-03
5.180000000000000000e+02	3.881554155962595344e+08	3.881554131134380102e+08	3.881554156014916897e+08	-5.232155323028564453e-03
5.190000000000000000e+02	3.881182569184297919e+08	3.881182630861474276e+08	3.881182569177935123e+08	6.362795829772949219e-04
5.200000000000000000e+02	3.874173513951876163e+08	3.874173659096718431e+08	3.874173513975343108e+08	-2.346694469451904297e-03
5.210000000000000000e+02	3.861394912715474963e+08	3.861395124569638968e+08	3.861394912658911943e+08	5.656301975250244141e-03
5.220000000000000000e+02	3.844502386038553119e+08	3.844502637429696918e+08	3.844502386080904603e+08	-4.235148429870605469e-03
5.230000000000000000e+02	3.825707024107777476e+08	3.825707281450678110e+08	3.825707024095132947e+08	1.264452934265136719e-03
5.240000000000000000e+02	3.807446768459628224e+08	3.807446998187760711e+08	3.807446768455764055e+08	3.864169120788574219e-04
5.250000000000000000e+02	3.792002413704500794e+08	3.792002588232027888e+08	3.792002413721405864e+08	-1.690506935119628906e-03
5.260000000000000000e+02	3.781121824080514908e+08	3.781121927100430131e+08	3.781121824008396864e+08	7.211804389953613281e-03
5.270000000000000000e+02	3.775729805001498461e+08	3.775729835114498734e+08	3.775729804987782240e+08	1.371622085571289062e-03
5.280000000000000000e+02	3.775793551838858724e+08	3.775793522372286320e+08	3.775793551854394078e+08	-1.553535461425781250e-03
5.290000000000000000e+02	3.780380078634644747e+08	3.780380015028445125e+08	3.780380078744705319e+08	-1.100605726242065430e-02
5.300000000000000000e+02	3.787892345602456331e+08	3.787892279681781530e+08	3.787892345579690933e+08	2.276539802551269531e-03
5.310000000000000000e+02	3.796425146868347526e+08	3.796425110923752189e+08	3.796425146816124916e+08	5.222260951995849609e-03
5.320000000000000000e+02	3.804157870390675068e+08	3.804157890442544222e+08	3.804157870360437036e+08	3.023803234100341797e-03
5.330000000000000000e+02	3.809703455803446174e+08	3.809703546685749888e+08	3.809703455873280168e+08	-6.983399391174316406e-03
5.340000000000000000e+02	3.812352991541517377e+08	3.812353153878298998e+08	3.812352991655046940e+08	-1.135295629501342773e-02
5.350000000000000000e+02	3.812181166469456553e+08	3.812181386357731223e+08	3.812181166465967298e+08	3.489255905151367188e-04
5.360000000000000000e+02	3.810001439616274834e+08	3.810001691199055910e+08	3.810001439589170218e+08	2.710461616516113281e-03
5.370000000000000000e+02	3.807180292573519945e+08	3.807180542176299095e+08	3.807180292505691648e+08	6.782829761505126953e-03
5.380000000000000000e+02	3.805339993470150232e+08	3.805340206071281433e+08	3.805339993556426764e+08	-8.627653121948242188e-03
5.390000000000000000e+02	3.806000312836142182e+08	3.806000458216916323e+08	3.806000312871350050e+08	-3.520786762237548828e-03
5.400000000000000000e+02	3.810227815365759134e+08	3.810227874813006520e+08	3.810227815399383903e+08	-3.362476825714111328e-03
5.410000000000000000e+02	3.818368063434278369e+08	3.818368033450530171e+08	3.818368063482925296e+08	-4.864692687988281250e-03
5.420000000000000000e+02	3.829922935967850089e+08	3.829922829264078736e+08	3.829922935997709632e+08	-2.985954284667968750e-03
5.430000000000000000e+02	3.843601808323907852e+08	3.843601651677587628e+08	3.843601808293510675e+08	3.039717674255371094e-03
5.440000000000000000e+02	3.857532194560742974e+08	3.857532024134799242e+08	3.857532194539595842e+08	2.114713191986083984e-03
5.450000000000000000e+02	3.869579241680185795e+08	3.869579096596262455e+08	3.869579241715561748e+08	-3.537595272064208984e-03
5.460000000000000000e+02	3.877706432572665215e+08	3.877706348296850324e+08	3.877706432597942948e+08	-2.527773380279541016e-03
5.470000000000000000e+02	3.880313205666440129e+08	3.880313208528530598e+08	3.880313205695042610e+08	-2.860248088836669922e-03
5.480000000000000000e+02	3.876500872290030122e+08	3.876500975300201178e+08	3.876500872316092849e+08	-2.606272697448730469e-03
5.490000000000000000e+02	3.866235968382591009e+08	3.866236169118215442e+08	3.866235968330081105e+08	5.250990390777587891e-03
5.500000000000000000e+02	3.850393738633077741e+08	3.850394019609193802e+08	3.850393738555486798e+08	7.759094238281250000e-03
5.510000000000000000e+02	3.830673502354859710e+08	3.830673833432629704e+08	3.830673502389549613e+08	-3.468990325927734375e-03
5.520000000000000000e+02	3.809386443359172344e+08	3.809386785991172791e+08	3.809386443380255103e+08	-2.108275890350341797e-03
5.530000000000000000e+02	3.789130581084502935e+08	3.789130895002381206e+08	3.789130581120216846e+08	-3.571391105651855469e-03
5.540000000000000000e+02	3.772390379396209121e+08	3.772390629409206510e+08	3.772390379381191730e+08	1.501739025115966797e-03
5.550000000000000000e+02	3.761125935364179015e+08	3.761126098123499155e+08	3.761125935416041017e+08	-5.186200141906738281e-03
5.560000000000000000e+02	3.756436967630704045e+08	3.756437035593922138e+08	3.756436967590707541e+08	3.999650478363037109e-03
5.570000000000000000e+02	3.758384257608091235e+08	3.758384240790814757e+08	3.758384257618578672e+08	-1.048743724822998047e-03
5.580000000000000000e+02	3.766017723580399752e+08	3.766017646538528204e+08	3.766017723516667485e+08	6.373226642608642578e-03
5.590000000000000000e+02	3.777604904270002246e+08	3.777604801277828813e+08	3.777604904368903041e+08	-9.890079498291015625e-03
5.600000000000000000e+02	3.790999712897040248e+08	3.790999620073410273e+08	3.790999712961927652e+08	-6.488740444183349609e-03
5.610000000000000000e+02	3.804061357373092771e+08	3.804061306215416789e+08	3.804061357407936454e+08	-3.484368324279785156e-03
5.620000000000000000e+02	3.815034534547088742e+08	3.815034545955455303e+08	3.815034534536285400e+08	1.080334186553955078e-03
5.630000000000000000e+02	3.822825136045302153e+08	3.822825216920354962e+08	3.822825136073182821e+08	-2.788066864013671875e-03
5.640000000000000000e+02	3.827135576984829307e+08	3.827135719121366739e+08	3.827135577006050348e+08	-2.122104167938232422e-03
5.650000000000000000e+02	3.828449968066743612e+08	3.828450150131266117e+08	3.828449968090186715e+08	-2.344310283660888672e-03
5.660000000000000000e+02	3.827879470913369060e+08	3.827879662572793961e+08	3.827879470961804986e+08	-4.843592643737792969e-03
5.670000000000000000e+02	3.826895295005470514e+08	3.826895462630540133e+08	3.826895294894414544e+08	1.110559701919555664e-02
5.680000000000000000e+02	3.826993846714119315e+08	3.826993960749443769e+08	3.826993846708752513e+08	5.366802215576171875e-04
5.690000000000000000e+02	3.829354267793896794e+08	3.829354308303182125e+08	3.829354267903292775e+08	-1.093959808349609375e-02
5.700000000000000000e+02	3.834556759373169541e+08	3.834556720537293553e+08	3.834556759370099902e+08	3.069639205932617188e-04
5.710000000000000000e+02	3.842423018478466868e+08	3.842422910722184777e+08	3.842423018335835934e+08	1.426309347152709961e-02
5.720000000000000000e+02	3.852014897771356702e+08	3.852014746440054178e+08	3.852014897821921110e+08	-5.056440830230712891e-03
5.730000000000000000e+02	3.861790278408405185e+08	3.861790118531147242e+08	3.861790278392093778e+08	1.631140708923339844e-03
5.740000000000000000e+02	3.869879366429034472e+08	3.869879237532306314e+08	3.869879366420159340e+08	8.875131607055664062e-04
5.750000000000000000e+02	3.874422644229374528e+08	3.874422583197051883e+08	3.874422644210972190e+08	1.840233802795410156e-03
5.760000000000000000e+02	3.873907911157354712e+08	3.873907946191104054e+08	3.873907911151978374e+08	5.376338958740234375e-04
5.770000000000000000e+02	3.867453709027413726e+08	3.867453854858340621e+08	3.867453709065341353e+08	-3.792762756347656250e-03
5.780000000000000000e+02	3.855001275771536827e+08	3.855001530771618485e+08	3.855001275772421360e+08	-8.845329284667968750e-05
5.790000000000000000e+02	3.837390274959621429e+08	3.837390620862674117e+08	3.837390274892795682e+08	6.682574748992919922e-03
5.800000000000000000e+02	3.816303283283313513e+08	3.816303687326638699e+08	3.816303283245350718e+08	3.796279430389404297e-03
5.810000000000000000e+02	3.794073701996267438e+08	3.794074121226428747e+08	3.794073701984280944e+08	1.198649406433105469e-03
5.820000000000000000e+02	3.773367084828434587e+08	3.773367472801522613e+08	3.773367084820786119e+08	7.648468017578125000e-04
5.830000000000000000e+02	3.756770678211607337e+08	3.756770992854484916e+08	3.756770678217486739e+08	-5.879402160644531250e-04
5.840000000000000000e+02	3.746357254727165699e+08	3.746357465754237771e+08	3.746357254645272493e+08	8.189320564270019531e-03
5.850000000000000000e+02	3.743314545900379419e+08	3.743314640671148300e+08	3.743314545813161135e+08	8.721828460693359375e-03
5.860000000000000000e+02	3.747732894820177555e+08	3.747732880174598098e+08	3.747732894740737081e+08	7.944047451019287109e-03
5.870000000000000000e+02	3.758610358581199050e+08	3.758610258963033557e+08	3.758610358570884466e+08	1.031458377838134766e-03
5.880000000000000000e+02	3.774074721685369015e+08	3.774074573379528522e+08	3.774074721616785526e+08	6.858348846435546875e-03
5.890000000000000000e+02	3.791761589732041359e+08	3.791761433698899746e+08	3.791761589706364274e+08	2.567708492279052734e-03
5.900000000000000000e+02	3.809253246572186351e+08	3.809253120307170153e+08	3.809253246616574526e+08	-4.438817501068115234e-03
5.910000000000000000e+02	3.824483497264470458e+08	3.824483428180939555e+08	3.824483497255029082e+08	9.441375732421875000e-04
5.920000000000000000e+02	3.836039201920036674e+08	3.836039203445066810e+08	3.836039201915965080e+08	4.071593284606933594e-04
5.930000000000000000e+02	3.843321986827738285e+08	3.843322056703227758e+08	3.843321986860550046e+08	-3.281176090240478516e-03
5.940000000000000000e+02	3.846561159016185999e+08	3.846561280555421114e+08	3.846561159061461091e+08	-4.527509212493896484e-03
5.950000000000000000e+02	3.846688113823813200e+08	3.846688259600590467e+08	3.846688113724945188e+08	9.886801242828369141e-03
5.960000000000000000e+02	3.845096902214819789e+08	3.845097040213884711e+08	3.845096902167558670e+08	4.726111888885498047e-03
5.970000000000000000e+02	3.843329419136326313e+08	3.843329518972743750e+08	3.843329419230882525e+08	-9.455621242523193359e-03
5.980000000000000000e+02	3.842737661507716775e+08	3.842737700654802918e+08	3.842737661440988779e+08	6.672799587249755859e-03
5.990000000000000000e+02	3.844185430745405555e+08	3.844185400465763211e+08	3.844185430693331361e+08	5.207419395446777344e-03
6.000000000000000000e+02	3.847850496232217550e+08	3.847850403482331634e+08	3.847850496263387203e+08	-3.116965293884277344e-03
6.010000000000000000e+02	3.853170599210544825e+08	3.853170465995370150e+08	3.853170599300972819e+08	-9.042799472808837891e-03
6.020000000000000000e+02	3.858945116587227583e+08	3.858944976284573674e+08	3.858945116612590551e+08	-2.536296844482421875e-03
6.030000000000000000e+02	3.863568825439527035e+08	3.863568717273056507e+08	3.863568825514535308e+08	-7.500827312469482422e-03
6.040000000000000000e+02	3.865347466641010046e+08	3.865347428241440058e+08	3.865347466556495428e+08	8.451461791992187500e-03
6.050000000000000000e+02	3.862834025190059543e+08	3.862834086682038307e+08	3.862834025162724853e+08	2.733469009399414062e-03
6.060000000000000000e+02	3.855128741810186505e+08	3.855128919684547782e+08	3.855128741791113615e+08	1.907289028167724609e-03
6.070000000000000000e+02	3.842097948422733545e+08	3.842098242414744496e+08	3.842097948457329869e+08	-3.459632396697998047e-03
6.080000000000000000e+02	3.824479878938369751e+08	3.824480270854502320e+08	3.824479879039227962e+08	-1.008582115173339844e-02
6.090000000000000000e+02	3.803856654706284404e+08	3.803857109944865704e+08	3.803856654700838923e+08	5.445480346679687500e-04
6.100000000000000000e+02	3.782482851977774501e+08	3.782483324509671926e+08	3.782482852044056058e+08	-6.628155708312988281e-03
6.110000000000000000e+02	3.762977698718829751e+08	3.762978137306342721e+08	3.762977698712905049e+08	5.924701690673828125e-04
6.120000000000000000e+02	3.747914142435500026e+08	3.747914499580852389e+08	3.747914142398552299e+08	3.694772720336914062e-03
6.130000000000000000e+02	3.739371325999819636e+08	3.739371566219944954e+08	3.739371325978320837e+08	2.149879932403564453e-03
6.140000000000000000e+02	3.738544842039991021e+08	3.738544948310528994e+08	3.738544841990584731e+08	4.940629005432128906e-03
6.150000000000000000e+02	3.745512771551603675e+08	3.745512748356230259e+08	3.745512771485887766e+08	6.571590900421142578e-03
6.160000000000000000e+02	3.759222771330165863e+08	3.759222643103902340e+08	3.759222771297118664e+08	3.304719924926757812e-03
6.170000000000000000e+02	3.777704052216766477e+08	3.777703857797307372e+08	3.777704052268571854e+08	-5.180537700653076172e-03
6.180000000000000000e+02	3.798444799262512922e+08	3.798444583685801029e+08	3.798444799211885929e+08	5.062699317932128906e-03
6.190000000000000000e+02	3.818838562037104964e+08	3.818838368689382076e+08	3.818838562075847387e+08	-3.874242305755615234e-03
6.200000000000000000e+02	3.836602821612247825e+08	3.836602684167359471e+08	3.836602821518561244e+08	9.368658065795898438e-03
6.210000000000000000e+02	3.850098981702646017e+08	3.850098920014458299e+08	3.850098981697890162e+08	4.755854606628417969e-04
6.220000000000000000e+02	3.858516709041082859e+08	3.858516726206371188e+08	3.858516709009506702e+08	3.157615661621093750e-03
6.230000000000000000e+02	3.861913182910529971e+08	3.861913266571124196e+08	3.861913183002335429e+08	-9.180545806884765625e-03
6.240000000000000000e+02	3.861115894094625115e+08	3.861116019003100395e+08	3.861115893995591402e+08	9.903371334075927734e-03
6.250000000000000000e+02	3.857509714093722105e+08	3.857509848642485142e+08	3.857509714177039266e+08	-8.331716060638427734e-03
6.260000000000000000e+02	3.852740329930268526e+08	3.852740441419759393e+08	3.852740329864776134e+08	6.549239158630371094e-03
6.270000000000000000e+02	3.848379120025434494e+08	3.848379182754613161e+08	3.848379120018058419e+08	7.376074790954589844e-04
6.280000000000000000e+02	3.845606528184372187e+08	3.845606528416337967e+08	3.845606528199823499e+08	-1.545131206512451172e-03
6.290000000000000000e+02	3.844975096820238829e+08	3.844975036502603889e+08	3.844975096881679296e+08	-6.144046783447265625e-03
6.300000000000000000e+02	3.846302840365949869e+08	3.846302737190933228e+08	3.846302840326517224e+08	3.943264484405517578e-03
6.310000000000000000e+02	3.848721322571772933e+08	3.848721207503498197e+08	3.848721322592339516e+08	-2.056658267974853516e-03
6.320000000000000000e+02	3.850867795087245107e+08	3.850867706209231019e+08	3.850867795042682290e+08	4.456281661987304688e-03
6.330000000000000000e+02	3.851179279186174870e+08	3.851179255238391161e+08	3.851179279220266342e+08	-3.409147262573242188e-03
6.340000000000000000e+02	3.848228661874855757e+08	3.848228734669582248e+08	3.848228661977704763e+08	-1.028490066528320312e-02
6.350000000000000000e+02	3.841041152349451780e+08	3.841041340632889867e+08	3.841041152344862819e+08	4.588961601257324219e-04
6.360000000000000000e+02	3.829338980894293189e+08	3.829339286648039222e+08	3.829338980932074189e+08	-3.778100013732910156e-03
6.370000000000000000e+02	3.813675782282180786e+08	3.813676188468901515e+08	3.813675782222983837e+08	5.919694900512695312e-03
6.380000000000000000e+02	3.795435270732002258e+08	3.795435743142787814e+08	3.795435270708941817e+08	2.306044101715087891e-03
6.390000000000000000e+02	3.776682231525834799e+08	3.776682722691827416e+08	3.776682231541680694e+08	-1.584589481353759766e-03
6.400000000000000000e+02	3.759871862235136628e+08	3.759872318517888784e+08	3.759871862214699984e+08	2.043664455413818359e-03
6.410000000000000000e+02	3.747450067137209773e+08	3.747450437777575254e+08	3.747450067124201655e+08	1.300811767578125000e-03
6.420000000000000000e+02	3.741410359365123510e+08	3.741410605404374003e+08	3.741410359370841384e+08	-5.717873573303222656e-04
6.430000000000000000e+02	3.742900833715006113e+08	3.742900935239587426e+08	3.742900833706948161e+08	8.057951927185058594e-04
6.440000000000000000e+02	3.751979219489104748e+08	3.751979179353646040e+08	3.751979219540899992e+08	-5.179524421691894531e-03
6.450000000000000000e+02	3.767583199140115976e+08	3.767583041573960781e+08	3.767583199106922150e+08	3.319382667541503906e-03
6.460000000000000000e+02	3.787723791802533865e+08	3.787723557514766455e+08	3.787723791770647168e+08	3.188669681549072266e-03
6.470000000000000000e+02	3.809847240558761358e+08	3.809846978291847110e+08	3.809847240514396429e+08	4.436492919921875000e-03
6.480000000000000000e+02	3.831273091501644850e+08	3.831272849329426289e+08	3.831273091520894766e+08	-1.924991607666015625e-03
6.490000000000000000e+02	3.849613998743691444e+08	3.849613815939185619e+08	3.849613998737421036e+08	6.270408630371093750e-04
6.500000000000000000e+02	3.863106887096046209e+08	3.863106788743798137e+08	3.863106887083412409e+08	1.263380050659179688e-03
6.510000000000000000e+02	3.870817283524067998e+08	3.870817277462578416e+08	3.870817283444010019e+08	8.005797863006591797e-03
6.520000000000000000e+02	3.872705110506793857e+08	3.872705187645261884e+08	3.872705110500344038e+08	6.449818611145019531e-04
6.530000000000000000e+02	3.869557006253639460e+08	3.869557142855327129e+08	3.869557006197853684e+08	5.578577518463134766e-03
6.540000000000000000e+02	3.862800652460265160e+08	3.862800815729033351e+08	3.862800652513107061e+08	-5.284190177917480469e-03
6.550000000000000000e+02	3.854226355585157275e+08	3.854226509769755006e+08	3.854226355645987988e+08	-6.083071231842041016e-03
6.560000000000000000e+02	3.845653766641150117e+08	3.845653880499978065e+08	3.845653766579650640e+08	6.149947643280029297e-03
6.570000000000000000e+02	3.838595894216964245e+08	3.838595947866731882e+08	3.838595894183385968e+08	3.357827663421630859e-03
6.580000000000000000e+02	3.833982108725200891e+08	3.833982097730407119e+08	3.833982108752902746e+08	-2.770185470581054688e-03
6.590000000000000000e+02	3.831998338449866772e+08	3.831998275165758133e+08	3.831998338416614532e+08	3.325223922729492188e-03
6.600000000000000000e+02	3.832081568591744304e+08	3.832081480445038676e+08	3.832081568615593910e+08	-2.384960651397705078e-03
6.610000000000000000e+02	3.833071083112186790e+08	3.833071007035665512e+08	3.833071083169490099e+08	-5.730330944061279297e-03
6.620000000000000000e+02	3.833482491316199899e+08	3.833482466697002649e+08	3.833482491334842443e+08	-1.864254474639892578e-03
6.630000000000000000e+02	3.831845356501325369e+08	3.831845417647176385e+08	3.831845356506925225e+08	-5.599856376647949219e-04
6.640000000000000000e+02	3.827037489489787817e+08	3.827037658703269958e+08	3.827037489522082806e+08	-3.229498863220214844e-03
6.650000000000000000e+02	3.818556157082672715e+08	3.818556439580795765e+08	3.818556157029450536e+08	5.322217941284179688e-03
6.660000000000000000e+02	3.806681201252226233e+08	3.806681583282558322e+08	3.806681201201910973e+08	5.031526088714599609e-03
6.670000000000000000e+02	3.792501206611642838e+08	3.792501656035237908e+08	3.792501206558030844e+08	5.361199378967285156e-03
6.680000000000000000e+02	3.777790042861085534e+08	3.777790513458492756e+08	3.777790042902719378e+08	-4.163384437561035156e-03
6.690000000000000000e+02	3.764740351666716933e+08	3.764740789771168232e+08	3.764740351625743508e+08	4.097342491149902344e-03
6.700000000000000000e+02	3.755586266472612023e+08	3.755586620454405546e+08	3.755586266383670568e+08	8.894145488739013672e-03
6.710000000000000000e+02	3.752178362918446064e+08	3.752178592503491044e+08	3.752178362973210812e+08	-5.476474761962890625e-03
6.720000000000000000e+02	3.755599482147327065e+08	3.755599565635999441e+08	3.755599482212775946e+08	-6.544888019561767578e-03
6.730000000000000000e+02	3.765914830365749002e+08	3.765914769044994116e+08	3.765914830285048485e+08	8.070051670074462891e-03
6.740000000000000000e+02	3.782122574788873792e+08	3.782122392780776024e+08	3.782122574768558145e+08	2.031564712524414062e-03
6.750000000000000000e+02	3.802317338021640778e+08	3.802317076704069972e+08	3.802317338008610606e+08	1.303017139434814453e-03
6.760000000000000000e+02	3.824020813437195420e+08	3.824020523821225166e+08	3.824020813479961157e+08	-4.276573657989501953e-03
6.770000000000000000e+02	3.844596340194788575e+08	3.844596073592485785e+08	3.844596340177633762e+08	1.715481281280517578e-03
6.780000000000000000e+02	3.861658931866388917e+08	3.861658731936501861e+08	3.861658931884363890e+08	-1.797497272491455078e-03
6.790000000000000000e+02	3.873411940647361279e+08	3.873411836740677953e+08	3.873411940663644671e+08	-1.628339290618896484e-03
6.800000000000000000e+02	3.878870141956000924e+08	3.878870145614881516e+08	3.878870141921186447e+08	3.481447696685791016e-03
6.810000000000000000e+02	3.877953403708924651e+08	3.877953508035180569e+08	3.877953403642722368e+08	6.620228290557861328e-03
6.820000000000000000e+02	3.871450646801066399e+08	3.871450828551548123e+08	3.871450646775593758e+08	2.547264099121093750e-03
6.830000000000000000e+02	3.860863176888437867e+08	3.860863400941597819e+08	3.860863176855800748e+08	3.263711929321289062e-03
6.840000000000000000e+02	3.848145324096198678e+08	3.848145550304779410e+08	3.848145324136068225e+08	-3.986954689025878906e-03
6.850000000000000000e+02	3.835373110331364274e+08	3.835373300807089806e+08	3.835373110276759267e+08	5.460500717163085938e-03
6.860000000000000000e+02	3.824388420642390847e+08	3.824388547674463391e+08	3.824388420571632981e+08	7.075786590576171875e-03
6.870000000000000000e+02	3.816481176383885741e+08	3.816481227925167680e+08	3.816481176409181952e+08	-2.529621124267578125e-03
6.880000000000000000e+02	3.812175603775591254e+08	3.812175585857441425e+08	3.812175603822520971e+08	-4.692971706390380859e-03
6.890000000000000000e+02	3.811170994844630957e+08	3.811170930648299456e+08	3.811170994867577553e+08	-2.294659614562988281e-03
6.900000000000000000e+02	3.812453035130873919e+08	3.812452960263996124e+08	3.812453035120135546e+08	1.073837280273437500e-03
